"ID","MZ","RT","1mem_Cv_12pt5hr-2","1mem_Bt_12pt5hr-2","1mem_Bt_30hr-2","1mem_Bt_25hr-2","1mem_Bt_35hr-2","1mem_Bt_45hr-2","1mem_Cv_30hr-2","1mem_Cv_25hr-2","1mem_Bt_40hr-2","1mem_Cv_35hr-2","1mem_Cv_40hr-2","1mem_Cv_45hr-2","1mem_Ps_25hr-2","1mem_Ps_12pt5hr-2","1mem_Ps_35hr-2","1mem_Ps_30hr-2","1mem_Ps_40hr-2","1mem_Ps_45hr-2","1mem_Bt_12pt5hr-3","1mem_Cv_12pt5hr-3","1mem_Cv_25hr-3","ExControl-ExControl_3","ExControl-ExControl_4","1mem_Bt_30hr-3","ExControl-ExControl_2","1mem_Cv_45hr-3","1mem_Bt_25hr-3","1mem_Cv_35hr-3","1mem_Cv_40hr-3","1mem_Cv_30hr-3","1mem_Bt_35hr-3","1mem_Ps_12pt5hr-3","1mem_Bt_45hr-3","1mem_Bt_12pt5hr-4","1mem_Ps_25hr-4","1mem_Ps_25hr-3","1mem_Bt_40hr-3","1mem_Ps_45hr-3","1mem_Ps_30hr-3","1mem_Ps_35hr-3","1mem_Ps_40hr-3","1mem_Cv_30hr-4","1mem_Cv_40hr-4","1mem_Bt_12pt5hr-1","1mem_Bt_25hr-1","1mem_Bt_35hr-4","1mem_Bt_35hr-1","1mem_Bt_30hr-1","1mem_Cv_12pt5hr-4","1mem_Bt_25hr-4","1mem_Cv_35hr-4","ExControl-ExControl_1","1mem_Ps_12pt5hr-4","1mem_Cv_12pt5hr-1","1mem_Cv_25hr-1","1mem_Ps_12pt5hr-1","1mem_Bt_30hr-4","1mem_Ps_35hr-4","1mem_Ps_30hr-4","1mem_Cv_25hr-4","1mem_Ps_40hr-4","1mem_Bt_45hr-1","1mem_Cv_30hr-1","1mem_Ps_25hr-1","1mem_Cv_45hr-1","1mem_Ps_45hr-4","1mem_Bt_40hr-4","1mem_Cv_40hr-1","1mem_Cv_35hr-1","1mem_Ps_35hr-1","1mem_Bt_40hr-1","1mem_Cv_45hr-4","1mem_Ps_40hr-1","1mem_Ps_30hr-1","1mem_Ps_45hr-1"
3177,127.0504254,9.945064667,1376517.781,2573116.158,3630957.708,4921923.598,2680507.632,2195919.679,3219618.138,4218253.605,7580037.824,4257921.371,4506254.665,10399462.62,1468504.207,1375996.875,2451767.875,5271441.27,6850951.72,9074521.842,931381.9036,1113217.062,5416149.168,312824.3689,180774.3629,2908123.495,356197.3497,5251057.722,2748772.163,4085200.508,2915773.965,4563341.233,4734576.464,964806.0623,6267277.995,1814192.624,2935210.811,1599149.869,6968072.969,4414343.011,2607456.09,3340069.127,6498808.873,6847812.56,5922520.053,531819.9227,754082.1673,1048912.812,788717.7436,1435385.525,811784.4067,963761.448,1198994.919,30475.40312,625408.5789,64683.91377,753797.3416,437319.7624,2003363.291,1015925.113,1989218,2455580.491,1082092.037,1621679.725,2098015.168,1685737.126,2236981.528,2028052.061,3354719.564,2736529.847,3869441.362,4074820.372,2661591.555,4395072.57,6244256.72,3919521.189,1670534.144
3295,104.0710777,9.292091684,1747713.779,2209086.064,2119936.666,3101989.755,1601658.469,1364748.996,2935894.796,4268830.723,2751503.065,862776.3196,2006391.676,2216300.675,2445143.091,1706040.404,2632961.905,5565263.718,3778467.124,5375021.969,1432318.03,1063110.037,1393794.52,5035151.141,2365868.326,2365168.398,9553988.027,5628712.382,2128482.126,811438.1378,4116237.096,858308.5576,3000601.037,1215127.973,2265053.912,3060241.672,1405526.575,1168889.751,3897490.413,1486095.232,3105957.824,1993925.98,1785739.849,1754156.245,2193368.221,7126643.491,11478213.02,734379.1129,10404060.68,13909590.02,6452080.043,967285.1537,5398540.325,6750768.157,4839783.796,6165960.378,6150310.511,3580521.412,1351117.819,5145544.768,1356481.372,4834760.238,3572698.814,10525667.79,4604262.247,7131151.032,6771161.386,7635917.806,1712524.928,6585638.509,7408108.48,8091192.186,1683004.924,6372780.774,5608522.695,771544.9011,7083968.667
3363,182.0813041,8.727332677,789928.0654,2726755.425,3976984.868,4584952.582,3566761.755,3823690.673,1195504.101,1623882.781,7710946.188,1074915.636,967052.2398,3152180.485,3864012.924,3198210.484,5674072.865,14200669.49,2995832.249,20533429.27,885543.9381,589727.4619,1379035.056,319382.7724,140267.8156,5944594.528,267691.2794,987402.5545,4072222.87,576403.9826,462125.2642,666530.2753,13287552.7,892265.5367,8142706.644,5418877.269,17886772.29,3629922.406,10583005.74,5652049.541,23602342.43,22337500.8,7819710.677,5656808.323,4737898.823,299584.6194,752607.8421,2093276.86,364909.3393,705229.9729,895738.2116,1143886.392,436467.9633,28028.4092,486087.6863,31735.87114,201859.9615,71194.78428,2281128.833,1800177.41,9474078.228,2248836.379,4125378.618,732639.3634,245994.2068,1581489.242,406486.5393,5620955.274,4624920.532,384236.2849,454341.2959,1139691.517,2915291.968,1283261.566,3406331.486,3618184.089,1302439.889
3710,170.0813182,1.954192614,981019.6558,1183976.157,19209784.1,18022244.22,24849345.02,39462009.17,5456169.653,4791062.435,53975605.72,10473047.84,15509135.45,25549213.46,111949351.7,27805596.3,205082067.7,246240047.3,241426262.8,407312807.3,939318.6306,224115.6634,3948401.605,210049.8681,150001.1376,20208288.16,62012.42486,15295938.19,15032965.87,5455173.379,13261330.3,5666549.091,43747263.96,24853372.37,61931925.21,1283155.076,216115723.7,124249560.1,66101776.03,554900269.4,252836949.5,320150670.1,367852783.4,1378838.447,12047186.6,532962.8871,4802899.997,9310143.739,5639812.855,7852591.447,446915.432,10554697.85,2453984.908,8620.601024,10736578.2,190195.1493,1248194.995,5299157.439,19959232.13,168371740.1,176793762.1,3080026.83,169736385.7,13672459.31,4199038.785,92085468.14,5555373.691,276881375.8,49385609.74,5850609.835,6892088.348,172511380.8,22986444.06,13305720.17,243217073.7,231876388.6,206595006.5
3791,124.0395877,5.748724295,1641999.37,2722658.183,9473872.283,8662164.156,12066644.06,55725611.59,16654483.83,11346634.7,15196925.05,25860803,29527797.61,11177044.19,88306819.77,8054698.026,117301712,35175768.57,60280006.1,105224111.4,36678405.15,7064781.679,21962425.78,1838903.116,780134.5165,82111383.06,23931.45657,96663420.15,91374741.97,35765574.2,345943900.4,28017026.44,34382212.82,16492395.54,76464736.58,28570090.21,153356604.3,166745127.6,202832498.1,203014707.1,148688998.7,120205336.3,431151552.8,36401887.22,54851620.16,2083605.181,6278839.827,15156870.97,8021443.428,7389080.373,1350418.006,14222882.6,4848681.28,165536.5214,1575275.115,329256.9399,4783597.621,848748.1072,49369197.73,33921802.12,35918339.86,11238054.9,85423414.63,19563893.03,6074242.751,22014514.51,12705588.19,48582878.54,59685527.61,9798218.902,4897543.948,71269533.22,15892911.8,13799208.88,38927671.64,34319466.06,29519584.04
3916,162.112508,11.32526054,1087129.713,1251231.309,1383422.439,1500136.843,1491614.872,978890.5706,884103.9428,754681.9676,1617946.961,994201.9657,1043840.008,1548685.454,879509.4528,807795.3123,1392310.516,1203032.141,774610.467,1090530.647,763049.3975,1011431.442,1365630.529,2582810.937,754857.5947,689618.6709,968247.2824,1390637.11,789101.5778,1221934.271,1406684.192,1040239.748,792119.4645,849600.8873,959598.4891,117227.8365,9513175.673,801869.7178,759261.4075,1085074.18,2268205.272,1285719.845,1117631.088,4278992.002,6096576.435,246631.756,475441.9682,999158.3314,281290.6735,312780.8684,366630.4417,555736.9551,507072.333,670427.6279,2018943.531,243370.5349,167939.5698,189299.277,600566.792,5331266.128,9178659.148,291269.5636,3759754.354,441080.6067,580118.0511,629879.5169,483654.7328,3012264.298,1177330.531,395539.3943,507446.1367,593940.9471,759068.1778,7276110.621,656374.6525,419207.0958,560409.176
3945,90.05555759,10.30711776,1368544.026,1350918.573,2701196.799,4126155.177,1995223.406,2334944.504,5285039.298,4992464.804,5040074.976,8282026.87,8233858.77,22739024.41,3576233.653,1064597.395,6485728.548,9699353.13,5282099.121,7504524.147,1417854.309,2420128.443,3352468.669,730432.9258,716711.8928,5926771.781,2847382.779,8013679.97,4762477.778,6067758.857,7965355.257,5679083.928,5773462.521,1037771.386,5766002.181,2648509.874,5846473.038,4668887.26,9222339.028,5509576.608,10460896.76,5922060.968,5603328.985,6895933.148,7514211.478,1326550.739,3895131.629,2251634.184,2558710.023,3522608.326,608259.9932,2742138.899,2275193,3809255.617,639526.3825,1577622.048,2413387.401,879942.1155,3707161.175,4918002.74,9097010.551,2776240.073,7490097.555,3034530.075,2703695.082,3323605.546,4813403.255,8762998.758,5020171.715,5318803.104,4816809.863,2474835.06,3609211.802,14897694.33,2786356.487,3655257.899,6798688.624
4200,132.0769054,10.37874148,859968.025,925162.3814,953588.6171,1127758.072,765509.5197,491677.6415,462632.2965,691967.0184,1013490.837,590027.5486,698589.3594,2157316.798,594221.8418,655971.9637,569123.8677,1040099.374,747220.901,790057.6955,604289.5532,724307.9017,589949.4665,2842740.117,294239.4498,799027.2688,1181508.666,573475.2519,810541.2348,545293.2834,460553.7018,504239.6175,667490.176,751334.0321,667782.1228,818591.3326,1132372.427,398517.3371,721607.7705,556720.7775,569790.5903,450045.7605,558731.0646,641838.5307,544723.0929,262688.2234,640571.8293,216353.7738,273500.414,387310.1254,285245.2107,251445.1222,180168.3713,737091.6575,256970.7191,196345.1053,295237.7168,250502.2621,328828.8121,182268.3056,291325.0226,262845.9988,205939.0572,271268.5413,251812.1871,404847.6043,305044.6513,228680.2384,272058.3489,225927.4245,268794.6825,404401.5447,409125.8497,287724.9691,336924.8555,565738.27,305589.6965
5128,138.0553977,8.404651266,777784.9622,4168438.675,5309590.702,5570433.428,2438896.146,8920596.526,864869.909,585931.8071,12643533.55,1372129.054,1578907.707,2903920.306,297867.4686,1277118.054,1013485.624,3326412.893,5979740.859,5560386.824,14859011.74,659655.249,1325424.791,11707706.78,1422688.149,18671310.21,34445.33316,1065437.722,19101703.28,684994.1986,837261.6918,759668.2839,23582324.32,1616582.071,24146479.87,12064415.39,1488466.452,2738747.016,30957460.99,2544024.797,2092731.133,2178035.657,2190173.962,2635117.636,1180086.884,7125547.769,6284680.179,4607855.181,2011238.553,5556494.193,100403.2609,7245986.611,380837.1135,160116.0501,139791.0462,240381.8606,345427.3475,1264233.562,10207198.83,695499.8782,887355.1444,1684472.109,794854.3645,3555766.073,108911.6471,1107815.33,100617.5276,1018662.129,8288616.713,269696.5059,169690.8974,1356133.516,8978286.106,1377935.295,1590587.555,1435342.678,534361.2369
5392,164.0377086,5.253030102,693562.1254,81663.5832,74055.58402,120277.093,21050.33034,136947.6537,1332747.029,2114316.578,22453.23877,1752158.063,1472825.985,350270.1154,347495.2249,130368.3335,234128.7844,176067.7432,21875.57726,360956.5994,211415.7079,1326325.144,3814147.195,0,0,195939.4299,0,1063792.726,230349.8756,1291382.763,1182097.613,2456977.16,83675.76108,149485.041,5336.194544,383694.657,658956.6361,376195.1661,18516.59218,369062.1429,391381.481,574905.5518,169419.8957,4448545.74,4744460.241,108419.8155,167210.8523,3048.947195,40518.89865,117057.4629,1757960.457,284287.4828,708190.3821,0,55420.19395,389466.1304,709615.4986,5589.918343,93345.16517,278212.3106,188105.7529,2177084.294,70262.1816,4969.059971,1253097.717,111803.1884,417588.4065,80147.13367,4148.455353,684017.3841,1609102.665,164315.6176,15841.25169,2167717.23,118570.6304,201005.9368,10110.80922
5580,147.0764124,11.09620814,333720.797,312513.7881,387213.3964,863038.3373,397235.0948,456000.9155,169790.7083,257873.7955,1290546.316,182696.618,508889.4075,684195.5134,261812.5201,229743.2871,667034.7896,4070898.417,2465902.027,3613868.508,144481.2359,160739.0363,42679.89253,68391.68022,252120.349,1414218.911,466346.0672,180708.2838,1078240.141,453882.9495,543670.2256,465905.259,1225518.404,175860.2568,1467675.226,430530.9589,475729.959,321639.7059,553074.5101,1221562.75,754421.183,2285989.596,2335110.397,821381.6591,205514.5972,91425.10916,219041.1633,45377.78613,39688.69635,765336.0707,77168.79357,32340.46817,74171.68518,95563.51804,52276.28944,49222.62467,195763.4568,301662.4663,125767.1947,676828.8118,4212643.508,167174.6434,505706.0479,41808.64117,234534.0042,2833923.032,207358.5159,1152099.686,569555.4651,422859.6363,232206.5988,3409819.875,143297.42,1697598.725,4116676.54,3609058.284,2258803.371
6188,190.9927452,10.8884587,371397.7752,2603.681427,6323.844901,0,9590.196549,136648.301,535140.5093,753714.1315,94480.31992,603294.4511,717372.5199,444083.7507,2043172.295,628575.8253,1671936.484,2849094.134,489627.9783,1687376.624,30117.62755,5458.622781,30203.64316,188367.211,4514.828994,14666.18901,0,313357.1751,71019.67615,203880.5214,65577.08118,215459.6287,4144.628775,6045.474388,4044.899371,5496.461587,579187.4016,418565.1193,4221.069122,183993.2749,570466.3233,304844.9674,471946.7857,141038.4621,128553.5354,2506.90615,5532.094759,0,122378.2732,7787.75489,7153.830816,108565.5917,5959.827342,13541.78797,93200.37573,161787.2832,273342.7058,62876.8401,34166.93695,558584.3419,2234907.062,0,47577.21351,50780.80436,4258.143408,383309.1141,321151.4689,1474012.337,3634.315597,176232.799,61479.07933,74546.87495,3349.780488,89204.74998,108602.5251,15062.13126,141180.822
6306,205.0974247,7.415956265,152541.5795,199097.149,327070.8388,317801.3411,320278.2215,326754.396,481631.5554,524243.6873,497018.2111,582679.5855,815692.062,989358.1764,630279.0989,554748.416,1098359.778,1262192.592,1998043.462,3586321.198,82768.06572,408447.2819,613060.0701,85868.65181,2921.400362,304594.0482,1832.949917,362638.7896,200932.0089,378829.5285,519483.1068,571938.1884,1310860.998,730258.9457,1319129.66,110012.9001,542146.5649,583603.1316,602780.2969,2807898.012,2435961.166,4184326.854,1054506.512,448136.6278,594014.9965,32032.81555,293813.4354,232022.9207,130828.2155,252416.8309,115587.4885,336084.4251,328683.1487,1362.609077,210839.1019,2635.932996,169770.9107,70228.03006,474768.417,1165256.461,938654.0767,550506.4485,1527107.53,411744.3324,552075.4115,716506.8454,1075787.543,2687684.764,677180.7195,842476.6302,992396.6418,1264144.459,343017.3328,1341151.682,2426708.785,1044433.289,1140256.435
6674,115.0505136,2.050056588,258835.7249,311188.8127,384804.9247,478943.8874,344545.4182,605612.6492,505405.8011,518056.3233,1261848.189,810047.0898,1020759.396,1717405.662,862002.5943,721670.2232,993751.2563,1757249.538,1288571.016,1777018.178,159586.4126,130996.2594,389157.9025,585103.4857,896578.8137,390330.5737,241717.867,564510.1517,340297.1196,617650.2941,570224.7446,479797.0282,742755.8514,244155.1762,610931.9012,186288.8038,1011612.971,642352.2361,1186196.97,1005301.526,1013134.717,1220087.435,1946913.952,1173853.081,1195392.816,273935.8433,319446.607,318549.14,291429.1093,327258.4798,372738.4015,401433.6709,126606.0864,13290.60676,195940.2003,85123.98084,309793.5838,49241.15788,432866.5567,573356.1964,873577.4549,248931.137,664399.0986,393857.2347,315820.8398,951230.4469,279895.5413,407222.3178,629322.6622,318585.6816,368990.4637,613688.0201,549055.0849,631799.3179,802832.5279,817789.9733,377491.366
6711,184.0605613,1.286819098,174350.1249,67830882.76,583537.4072,94404261.21,101091538,100603380,4793105.715,2764317.994,130354485.3,10160865.87,16955146.95,35739711.53,15898.44689,61734.46291,43294.26296,63491.14163,64529.84219,50693.31321,45872014.17,152801.6482,1816054.756,4214.787554,1918.202052,86803228.69,46116.53867,14265547.42,77524844.83,4775407.395,19320633.34,3137461.074,124091049.4,7547.939219,125637072,51798041.11,30952.64424,4233.005093,109567423,21414.98537,38982.59279,49166.47187,16121.10094,4978221.209,11265978.98,30252595.85,73572740.71,58475040.69,644620.8449,86557766.66,46698.85815,84906130.65,1856303.572,2497.672715,60951.48175,4740.519765,688773.8898,2884.380565,103462457.8,46204.9255,16782.30386,527436.6892,85509.67887,75574262.4,6038120.862,13144.91636,14605009.34,121335.3854,176637762.6,15945376.09,11915442.84,108463.3466,223467583.4,14426584.75,84858.46424,71652.54524,382058.0756
6933,152.0568155,6.366540498,335364.0115,3142654.804,6158354.962,7507970.354,5543139.051,7784538.246,764232.5728,405140.911,5737559.457,2549992.367,5096343.246,12075120.68,2479217.232,1843910.314,4190089.144,3817966.077,5592344.149,4615346.782,6276739.899,471070.6674,3300327.507,79007.62323,35227.76151,9999929.518,76912.34479,12035180.39,12261387.87,2353897.386,27977462.48,819262.8509,12585145,2424064.031,15944262.75,7725505.754,8343681.087,3856295.611,24404089.31,4535543.889,4679224.927,4763231.011,5507926.557,5056876.249,28881839.71,2037337.976,3840348.509,3569594.483,2993382.016,4310814.125,255129.3233,6809563.783,2346149.013,76917.47933,984614.8607,90896.72785,302437.5595,954283.8512,11029404.72,2606633.683,3215687.322,580997.5045,4250593.405,4838816.553,1163290.455,1803204.801,20983054.4,2666810.849,10421906.58,12463958.29,6281868.48,2083096.153,5793744.14,38143914.6,3952680.08,3378324.988,2938273.191
6993,148.0605001,8.413644012,700341.3819,2477133.246,431116.0823,734475.0609,268748.6758,868053.9007,186849.8124,548699.925,1899329.303,679479.4673,478801.4427,352013.1324,3707623.852,746713.1173,2502860.056,5326882.864,542565.982,1764224.739,1462390.908,460946.2666,957244.9784,0,0,204202.6382,1641.012087,107472.1244,455510.0946,33862.85163,14519.48995,43053.70125,1991859.16,506739.5082,1971330.613,2425638.83,7354674.228,754223.0316,2593012.733,8061504.954,9187836.87,6843026.679,2430100.261,254224.8225,398307.1,16947.58396,407583.198,436241.6726,196190.962,238422.1688,204993.2181,854545.9673,118419.1402,2967.535373,159306.0466,3617.404647,246502.531,1805.527229,245230.1453,1083736.719,2225271.374,756520.9697,1792726.56,297961.1498,126159.0156,548181.9239,1960.796903,717930.4327,1663648.511,13261.07352,12882.34199,67675.91771,131477.3666,307869.7362,158242.7218,582878.9823,7107.743986
7045,147.11287,18.59171022,675978.7033,917489.5105,1236277.185,1625285.464,889201.5047,801642.3035,978675.5927,195648.6735,1293470.855,710009.0285,1376226.11,3321273.636,1087098.162,679750.6744,3283039.178,977853.7477,1220190.776,820354.8175,123148.2102,1555476.716,1176424.873,3133515.688,224798.5926,2246492.551,1310662.088,1538135.507,1900240.673,1320109.259,1344542.253,1121010.156,3294551.373,1963324.534,2662068.147,1548136.928,75223.49779,1305134.774,4030554.066,1154248.581,1592323.014,6229597.937,1347813.093,1305189.764,1556944.906,538535.9708,2960132.054,2331535.064,1990330.735,1953247.368,447958.5967,930262.914,497127.74,264369.5127,401732.8513,624305.6187,409988.8306,1192320.795,2195781.242,575200.8184,489245.6265,177515.9329,324046.8271,356255.6916,741473.4754,3438187.9,353387.46,2772321.229,2557948.881,677945.1463,339727.0528,375586.3972,263682.0229,378090.1858,3776452.298,1918074.238,762421.8469
7386,385.1299809,10.16946436,240452.7049,0,0,0,0,1676.373078,13324.82627,83093.0757,0,3490.547843,6456.758041,23388.25583,0,0,0,0,0,0,0,406264.107,56025.93379,0,0,0,0,0,0,20974.82054,100875.6046,350947.4864,0,0,0,2024.308959,1814.843109,0,0,0,0,0,0,23021.75183,0,0,0,0,0,0,0,3015.320122,2654.978758,0,2035.132958,1240.751004,1820.858569,0,0,2526.387057,0,2818.011874,0,1472.638997,0,0,0,0,2463.468712,1611.285185,0,2446.735731,0,0,0,0,0
7551,114.0665173,4.159093776,478169.5687,614425.792,478188.9904,552280.6662,506427.336,233236.6839,330332.1412,291187.1255,343087.3907,387995.8062,807899.0421,1380640.632,609712.3875,491862.6109,782746.7882,1233592.942,1143818.008,1801353.406,755847.167,114019.1351,663584.4815,4180548.036,102310.7392,788834.0068,319653.2625,467890.299,987712.53,432007.6197,495603.0364,362177.9493,583176.7207,868303.3266,328795.4495,1283604.958,2458797.812,3240860.365,474577.1032,16251254.93,5102414.794,8229097.721,12173510.19,663791.6384,648799.8094,462078.0691,1623310.335,52728.56656,102280.6098,136311.0975,51433.70211,739567.3449,451191.6006,16583425.02,589727.6176,36845.65224,532389.69,591026.5778,672743.3741,885274.6077,1015509.946,736033.3454,1471001.636,809970.4114,594632.0471,1225931.551,696933.6697,1811738.857,1078500.926,55117.46581,89191.95214,2458628.655,1671616.98,642199.9744,3284126.096,2209182.165,1322369.566
8128,148.0604766,11.2968029,182607.0005,68559.78322,84033.35838,160988.7342,81217.793,140101.1017,534511.0186,554858.4841,194008.2706,659587.5844,481350.3931,821885.0451,1109151.16,73551.36047,2834998.682,777829.8795,252461.6426,1948187.903,162956.5425,82367.64518,293481.2804,753748.0965,44875.34501,305269.9158,1828814.551,1051460.232,267251.3374,846860.9697,929657.035,1111713.433,163909.1837,30699.40713,165393.7201,88228.70835,231235.9984,329888.7421,676436.9387,276976.3146,651734.1064,169840.6564,1062313.08,582479.9819,311233.683,595073.4304,711447.6927,95037.3149,454540.179,744125.924,23700.47558,604607.4874,54645.93672,87570.73738,111070.0627,826477.1801,582963.795,773797.3022,199121.3291,539220.8258,3563097.317,142798.3023,3290180.935,179625.0022,875493.0539,368496.4716,185408.197,3238102.784,646795.075,1768472.484,1908172.411,706300.855,43586.76377,228932.193,894343.8893,1390161.033,37378039.7
8461,118.0323768,1.121814518,260465.2684,400139.5662,36619.8737,389626.1793,25544.17087,394190.1847,56418.49036,141891.3908,665000.784,68152.02877,9541.362216,109035.249,1116941.178,1080187.732,2391132.061,3184583.532,3940521.689,3895625.023,16334.46199,70622.09152,157421.6362,0,0,42135.2867,0,57886.4368,79347.41873,7751.795134,4984.396421,32995.31359,228859.9095,489327.8956,24589.10402,168077.0886,1593098.307,713555.1567,340616.5904,1250350.106,995455.3288,1565387.78,2133703.996,333904.181,218701.4893,11101.36437,9137.315901,23495.69511,5135.332165,12267.14659,4503.448584,11647.82068,0,0,229724.2137,2376.462463,2525.65588,39994.49238,26630.85402,1628666.692,1768832.792,0,1781532.436,6969.074741,0,308840.8417,0,1244712.997,354157.6047,0,0,374017.4917,24097.64974,0,596560.6869,403139.1834,250160.9196
14022,153.0408274,4.751700534,35523.91241,179158.2406,475088.127,392966.6627,267977.9835,19297.0864,591123.9853,460648.1339,148690.6699,57021.95642,77411.24237,177373.286,1865981.873,184378.493,2434053.984,3962257.649,531640.2302,4083850.814,70874.63149,2634921.872,48215.55376,127466.3514,1185.886944,403563.7438,74842.91496,176622.3155,337336.4981,89835.23176,136422699.7,112787896.5,357130.0314,482133.9472,395658.173,169432.8468,4134005.953,4231201.532,581317.8744,2334990.423,3052765.496,2803368.435,5591170.471,41606.24601,97867.2639,32494.92445,23987.95681,67197.01881,80064.38779,41530.99335,1041226.674,70467.04165,13626.34949,0,71029.00449,37263.98192,13486.53762,20105.18073,93293.91444,2946333.764,2843326.793,8700078.33,1607250.103,193313.5079,12260112.26,925296.7845,11986545.66,3300321.775,221370.7631,18501197.19,20761.94148,1060452.918,75089.75059,82551.30559,203174.1148,963155.6184,460244.6764
15605,243.0977473,1.942118677,84949.29317,12118.05804,58113.92751,62841.77783,41480.22279,46370.18509,200669.0303,86740.34995,88059.14074,169401.8752,56115.18409,203677.9935,1954287.093,1740725.294,3970553.603,3234246.949,2506980.716,4746788.296,32169.98486,57883.34428,30901.52882,1907.257095,2756.414544,89807.62221,22363.20562,157836.5107,61065.70155,167785.9177,195085.7945,304530.5251,48995.68484,1745259.017,47241.3059,115959.1268,6708204.606,5480796.914,193213.5272,8464043.553,5136083.165,4140304.678,7252672.717,47934.65404,256320.9726,60108.4374,75423.72868,67871.66558,81619.88376,75475.17867,71873.63744,311618.008,171071.9281,3059.974267,2718365.109,249638.9718,126037.7831,1477723.934,481528.5755,9220996.254,10668174.94,544238.7166,3950190.917,163671.1508,262670.8177,3665369.02,77336.49929,10480803.95,511844.32,175304.084,256068.6685,8306457.57,879380.2856,424244.1056,8701963.133,4700705.419,8158173.671
17722,132.102071,7.006307249,519188.0523,3882337.79,7577521.718,6676419.647,7825612.59,7489906.024,2428521.007,1998430.396,11251708.82,3763189.116,4673442.697,7660009.128,1699320.546,4207037.441,4407002.768,3693747.992,6100980.721,4188913.811,3572042.232,5022046.817,2275306.342,1162149.481,929034.6505,8315530.286,420075.1262,3935389.243,6651003.658,2938728.759,4447130.068,2495773.659,16672610.65,3275467.448,20569089.32,6576544.636,4381331.125,3694185.298,14674557.35,6901876.477,8215888.593,7689401.787,2939059.774,8611046,10567161.1,4209442.191,4067672.37,10616675.21,2902642.848,4520790.474,1363738.92,10379293.82,3839189.288,156748.7142,2045345.864,299517.5159,2167773.134,637543.9743,15600319.99,4729295.764,8558356.89,5931278.973,13882047.38,6639260.455,6335992.128,5221264.101,5304222.779,22783665.5,17575675.11,5816366.099,10132945.97,4096706.301,13647378.85,15740748.08,5491415.037,4342824.571,8118595.988
18510,116.0709598,8.799633973,324165.7571,885339.4687,1527732.422,1148456.646,915667.9664,469578.6359,3858236.695,2784540.385,3209161.92,4941099.692,4640252.244,2426641.191,823964.6693,871155.806,2455937.623,2981506.191,6855250.668,4174986.033,240938.7618,69808.76965,1516048.183,2704434.049,17311.96608,743884.592,691300.6212,1477738.472,3561080.843,1390489.664,1780379.099,2001181.753,570701.4761,284993.314,1933317.264,4977483.015,6373970.809,2297316.296,6596946.812,5776356.417,6127957.073,4963837.132,1619910.796,4042440.503,3643526.834,64298.68674,2484675.215,2416649.621,1083361.293,2304039.302,1604151.249,2225205.383,459661.4467,113775.4247,1105541.085,118881.3523,717017.3874,161104.8328,23067291.72,1920624.258,4165611.403,777957.3906,3080720.918,1893356.005,542616.654,2499115.096,945693.7718,3612413.093,3376846.299,1045861.686,676889.3713,2189079.771,2763731.445,3992693.49,3525391.024,3475934.552,2945777.084
18648,220.1181218,7.087610753,534510.0534,285426.9346,6483488.083,3364892.832,7806672.162,8547889.845,782911.2677,1971925.477,14683961.57,556511.8683,568954.7136,7118421.342,1047488.082,16793745.33,2448558.676,32604217.53,75299096.92,130054501.4,1220474.458,591237.4093,259407.3873,32140.05752,33210.87289,6856062.417,110531.0268,1295482.173,6056100.895,978899.9143,1520749.271,902937.5882,10819610.38,21108689.52,17863913.59,703415.7916,1803410.025,5219636.63,19010157.96,15548918.22,4613744.855,110115076.3,9011157.305,1399124.936,1231133.629,826878.0474,4239744.744,2494270.781,3541322.018,4852906.715,33132.31731,2230722.21,119972.925,4460.050374,220701.2434,7477.349928,37764.72438,30246.50791,3599909.811,5205054.383,3217738.919,94622.76065,3090506.66,6726605.972,140395.7808,739146.5631,70490.60341,7385096.161,6266075.6,303135.6264,443296.7578,17756205.8,6892248.238,101641.7379,19448537.52,1495235.015,45838445.04
19075,142.0976429,12.20591597,851160.2182,281402.4515,144219.5967,93403.52423,42642.32076,221065.858,201221.8701,102482.4348,358627.0308,291997.5563,519625.2918,1005815.814,221702.311,121546.7347,92997.84533,186188.2718,228268.539,226171.1661,291857.9683,628576.7885,6961441.889,153491.7225,50924.05862,152936.33,197046.3487,100644112.2,1998808.815,93151703.71,10312835.64,127394815.5,722580.2237,380014.5993,2314884.311,1329586.903,16313066.72,7987093.309,6096956.093,4373550.769,5558996.38,4371509.237,4408535.667,82887068.08,49921473.8,839093.876,3391257.494,862026.5529,756921.4213,3823865.792,1001862.882,916298.0388,92034876.77,30118.74251,867776.4624,4506054.033,16043777.96,303002.4012,509121.9724,985082.0434,3236461.971,184703907.6,66800655.02,2807418.746,78210909.18,36800764.59,61804970.28,25433563.7,1612393.301,46537884.05,65211502.04,71456646.9,2793173.446,53819309.65,54111628.11,58836832.33,48954849.4
20610,175.1190478,18.33884591,249983.1454,145941.1142,400819.4088,5409544.334,1845070.089,4318637.689,1195100.9,296221.0837,5605363.006,1439387.916,2601022.528,2649329.284,1345095.774,1042980.262,5139601.182,4877012.149,4921697.166,6145603.657,1323781.511,766848.551,1528046.197,5669157.926,426027.7953,6525219.444,2011732.961,2712286.14,4236470.551,439854.3765,358398.2863,139710.3179,4452777.713,604652.3216,12879242.46,763563.6393,2804789.492,1591209.699,20927913.04,3960995.771,1757450.86,2771956.887,5709654.013,2248453.845,2674071.568,1751406.544,4003298.939,2677674.398,910744.514,2035814.732,62272.46107,2848707.497,843237.2607,243226.9714,208228.6166,1146304.841,220606.9525,151267.637,2868043.105,229081.3807,1942628.446,51332.142,1453736.968,1130006.758,259637.8538,5689330.29,315369.8251,2541063.822,2876764.686,439367.1339,2493684.753,4203660.535,586753.6249,2306238.67,9300423.019,2564939.966,3335768.811
