"ID","MZ","RT","1mem_Cv_12pt5hr-2","1mem_Bt_12pt5hr-2","1mem_Bt_30hr-2","1mem_Bt_25hr-2","1mem_Bt_35hr-2","1mem_Bt_45hr-2","1mem_Cv_30hr-2","1mem_Cv_25hr-2","1mem_Bt_40hr-2","1mem_Cv_35hr-2","1mem_Cv_40hr-2","1mem_Cv_45hr-2","1mem_Ps_25hr-2","1mem_Ps_12pt5hr-2","1mem_Ps_35hr-2","1mem_Ps_30hr-2","1mem_Ps_40hr-2","1mem_Ps_45hr-2","1mem_Bt_12pt5hr-3","1mem_Cv_12pt5hr-3","1mem_Cv_25hr-3","ExControl-ExControl_3","ExControl-ExControl_4","1mem_Bt_30hr-3","ExControl-ExControl_2","1mem_Cv_45hr-3","1mem_Bt_25hr-3","1mem_Cv_35hr-3","1mem_Cv_40hr-3","1mem_Cv_30hr-3","1mem_Bt_35hr-3","1mem_Ps_12pt5hr-3","1mem_Bt_45hr-3","1mem_Bt_12pt5hr-4","1mem_Ps_25hr-4","1mem_Ps_25hr-3","1mem_Bt_40hr-3","1mem_Ps_45hr-3","1mem_Ps_30hr-3","1mem_Ps_35hr-3","1mem_Ps_40hr-3","1mem_Cv_30hr-4","1mem_Cv_40hr-4","1mem_Bt_12pt5hr-1","1mem_Bt_25hr-1","1mem_Bt_35hr-4","1mem_Bt_35hr-1","1mem_Bt_30hr-1","1mem_Cv_12pt5hr-4","1mem_Bt_25hr-4","1mem_Cv_35hr-4","ExControl-ExControl_1","1mem_Ps_12pt5hr-4","1mem_Cv_12pt5hr-1","1mem_Cv_25hr-1","1mem_Ps_12pt5hr-1","1mem_Bt_30hr-4","1mem_Ps_35hr-4","1mem_Ps_30hr-4","1mem_Cv_25hr-4","1mem_Ps_40hr-4","1mem_Bt_45hr-1","1mem_Cv_30hr-1","1mem_Ps_25hr-1","1mem_Cv_45hr-1","1mem_Ps_45hr-4","1mem_Bt_40hr-4","1mem_Cv_40hr-1","1mem_Cv_35hr-1","1mem_Ps_35hr-1","1mem_Bt_40hr-1","1mem_Cv_45hr-4","1mem_Ps_40hr-1","1mem_Ps_30hr-1","1mem_Ps_45hr-1"
24267,175.0584425,6.120898398,1049110.515,22476.6429,14740.23299,9765.259739,29440.56629,123892.6481,37411.17466,1635754.149,132350.4966,2161094.15,1029069.871,132996.3861,1208575.406,410685.1097,4695612.321,715403.5856,1612314.788,2143728.71,118444.7597,371613.2599,682824.4588,3319.172818,1689.472416,398348.858,8254.745161,87446.78069,89333.06669,1319983.232,147239.9884,2112614.094,14110.63545,496921.5052,109374.2775,269192.6215,4704786.918,1785031.095,33978.27105,1868745.066,1629677.856,1987744.478,3498286.548,2794687.777,535880.7021,31642.99514,3845.304542,17578.8956,2778.913189,2861.220306,2347701.098,31975.6653,5946066.772,3933.29475,174114.2202,1030279.395,4719314.354,146057.3986,53919.31181,3257421.532,2938252.81,4990843.911,2484758.777,3329.117885,3882219.548,267918.2923,3568238.25,3606730.725,28325.76571,4065086.453,10451349.21,1607120.337,14526.79308,10627576.75,1436019.193,398484.1128,1346438.192
24554,184.0632864,5.666524065,1916.150619,17298.2022,5644.052744,69820.28618,68131.95765,4748.131845,3320.653486,212033.5656,2901.959178,74266.46587,13206.29672,4027.739098,3630.228345,5682.489464,4580.02845,3515.728365,2603.386858,4533.888295,18240.50882,2455.192673,112580.7694,4917.287267,1939.999304,4201.72657,8247.186374,49834.96791,3772.231388,71328.00962,68965.46215,105634.2954,12553.92406,2634.064196,17693.40976,5892.150748,8847072.37,4263.284062,4271.545334,4516.256384,4926.079033,4301.572176,3916.973423,722400.4297,3349212.562,4344.403188,6863.933256,30632.56834,35413.56786,8395.500528,33276.11367,26044.86023,43057.25199,13742.89236,1428396.754,5507.705117,17718.84629,2312.783475,4192.218713,4103449.49,5209357.254,13812.77335,1562161.148,9769.945365,2245.902992,140321.3849,12051.54962,2782801.629,10046.5768,8047.736715,6821.866615,2623.305624,31436.07892,6763172.867,2413.290931,4289.606077,12515.69771
24917,131.1180879,9.224644713,7669994.772,2630082.59,29940669.96,31169337.37,15090590.28,29712511.47,99123437.9,58224601.86,36052036.85,24978962.59,36916531.86,1281298859,30960282.16,2146288.493,72240007.79,15083360.42,113251021.6,33291266.6,4598653.749,13016347.77,138978708.3,811877.586,181267.6388,8399749.78,1606658.728,797204098.4,5271055.05,145626456.2,94969824.52,137781125.2,1994912.401,4435595.905,17770309.9,4916410.514,20435519.07,44211735.16,2528914.623,120142996.6,24077355.2,23942530.51,32070811.01,18830798.52,25334950.53,5129496.761,8571202.023,12337449.57,6099126.689,9503172.662,30484503.76,21403887.33,118090664.3,407603.5741,8780361.429,13800294.53,50450129.81,4980206.695,27973536.11,51616719.13,71729412.74,152401714.7,52907729.49,11562977.97,168391557.4,24488914.72,138547995.3,87225939.94,43851942.46,158539163.8,271450724.8,62172552.48,20565456.03,562026641.6,84961660.5,53729080.28,70024735.12
25105,190.0504394,4.225732187,263300.4617,231897.3654,576008.7833,538739.2201,1669400.881,2330746.308,390582.1085,292734.3166,1364164.471,160077.8439,611899.73,1322162.877,409388.2085,484025.0696,519029.9416,136039.0838,131165.1847,352130.8268,9032551.681,259616.5934,230628.5254,2405778.924,117720.9101,927512.1287,3325604.113,6179267.806,6135330.354,6169850.016,9514734.64,4851938.349,575491.1838,8088032.856,2388343.246,2298725.521,1115073.842,3837193.155,6513071.639,204222.294,115487.5502,128923.3162,2217239.161,904432.4593,1020601.513,569620.4807,201516.5558,678216.0191,295059.4609,472109.9838,73095.95482,1014627.803,243186.9763,378587.3329,244832.1274,229581.1233,510904.9232,193079.5242,1382456.172,73874.7396,449995.7721,195660.6934,240364.8433,205637.5882,125686.6327,58191.47288,485275.901,498160.1435,1534012.311,430470.3406,58909.68329,66766.00387,829193.148,182116.7482,20808.56306,113472.177,45033.53298
25253,122.0967817,5.732620598,1297831.252,1113509.864,2681592.407,1461539.083,5310129.095,2216130.028,3711369.696,5039117.669,4820968.448,4467046.991,3875245.976,1476146.215,1771761.391,52742742.33,1626675.341,1552170.158,1006034.053,1688083.045,46239849.32,33247622.71,12267611.97,1026338.969,1911597.337,50713175.35,1656521.702,39518987.09,54739251.38,30041776.48,128847983.4,23352896.29,74769688.02,10519921.14,42450654.49,20337752.95,9999918.51,10804396.34,225843366.1,6073486.243,23899146.7,21724649.97,24341279.49,45822108.83,28943463.05,19050040.49,15824750.37,11178190.02,6190682.718,10530492.9,9063601.117,8502103.211,6485374.592,2568327.911,2428741.272,3051329.314,3487928.439,8047348.17,15716814.2,3314653.535,4906453.151,47424632.98,4999952.573,10177281.87,5706006.437,35592767.08,11022157.68,747022.5198,14185765.95,4113995.849,7643124.38,16857244.65,7646907.742,14437121.81,25031761.38,40719137.14,9955365.547
25749,330.0605241,8.061501366,0,0,0,0,3895.265637,0,3519.854831,0,0,0,0,0,266782.5025,70593.49223,346881.3756,459094.9882,250249.2947,410918.3251,6152.464539,0,0,0,0,5750.48683,0,0,7443.508072,0,0,0,0,63934.3026,0,0,150174.9742,17630.39638,0,611487.9091,276383.1591,345955.01,140645.5856,0,1481.11404,5417.214113,0,2194.589603,1703.144891,2230.327709,0,2269.12492,0,0,1304.588437,0,0,0,5591.045783,0,0,0,38654.10735,29914.45133,0,4863.158922,0,2864.855607,3780.158484,0,0,47572.46674,0,3974.785423,81247.56326,8115.771117,460107.8348
26087,179.0557326,4.126966969,2493.5625,10290.03572,1188.066229,2956.225183,1863.090055,2603.585614,26046.04439,22930.40758,2208.716916,63268.37526,52827.52456,8601.862596,1260.45882,7447.098021,1408.452318,0,90470.52919,0,11270.24984,3062.870776,25680.86921,1318.596141,1242.320104,2878.048105,3074.715829,18909.12227,2744.852812,27934.6116,77717.18786,121755.0385,3093.751862,68371.5869,3526.37664,204815.1197,5319.605874,3041.491689,19925.393,6745.354474,2541.533258,2564.442464,3142.555064,97395.8729,42177.08057,3189.854813,2771.961904,2874.535905,2568.192784,2598.141896,3634.753847,137674.1233,52568.11977,2005.043369,83861.02256,2661.219755,32869.37642,2212.206237,248624.0047,324447.6834,392973.9492,81940.64422,410638.3285,5081.285264,208622.5524,125659.006,23257.49828,428054.1203,151941.0009,43979.79597,99658.44911,316773.4694,101246.6128,95098.90598,485362.1399,360217.335,836859.0053
27248,150.0583675,7.872262237,12982.7371,7547.375123,0,0,28744.52603,137507.7258,117862.8438,97476.64383,48814.83969,217951.1382,360727.5009,744153.1385,140029.8388,50064.85664,252762.6366,214947.527,1756671.388,436400.5524,6831.445271,12428.82558,98049.9759,0,0,119823.0162,0,441928.2505,88110.57876,215280.3954,389657.5951,151903.2048,301336.0123,47935.737,315208.3947,32804.64315,155739.6958,126681.029,378814.0522,477102.7727,236665.9457,532298.0892,333953.5987,486087.3633,839081.3733,5265.614956,56562.22985,81288.01444,8711.176109,59946.22831,9824.61848,102927.8737,96502.5178,5097.048168,10615.43637,4834.545038,35949.66438,3044.144932,78108.46927,200694.8515,206678.4698,146567.8893,508926.2781,38456.27032,180452.9901,85853.94189,518028.7163,489489.5107,86475.396,573006.4872,393270.1585,88451.98016,19625.9571,466743.1235,228685.8091,179729.4285,93480.67499
28182,377.1458103,4.544399469,4049.254636,4740.855091,3725.596295,4622.579545,7310.90844,13020.75761,9377.653462,10284.70667,12360.81295,54957.35136,193618.9227,203632.336,47676.37913,4743.468008,12061.1748,182222.373,41649.05165,38740.94367,2881.971585,8565.674384,17353.56709,0,1011.454795,4912.639294,0,64194.91076,4601.832257,33319.93934,698146.3804,28100.85134,18990.20342,4099.418948,148576.3284,15241.12115,94764.21888,20079.68834,16137.74668,214154.2108,7601.942206,20003.86122,15091.98529,125659.4726,444868.5364,25231.74045,9190.604856,45679.76405,20001.71608,11442.57704,8328.474823,43434.37386,14459.25548,1861.061509,2607.095901,2353.85473,2429.724915,1973.245249,40983.81965,215073.1608,3150892.454,35124.81059,229466.0892,4359.130314,8932.714601,6529.024782,50119.32285,291357.481,199309.7124,16637.50805,14990.13273,8356.426272,6362.798548,2388537.127,33273.23651,4836.595071,67919.33758
30682,348.0707024,11.67102618,0,0,0,0,0,1328.588995,0,2019.327774,1407.993339,0,1123.595061,1008.501229,4624.938414,1414.388545,310927.2946,815027.8956,581785.9603,186016.6855,0,2200.236036,2839.512396,0,0,2777.020649,0,2349.684593,3585.670104,0,7103.56646,1688.174334,0,1934.733713,0,6240.923887,493626.6067,17947.62375,3583.191852,2266565.927,51385.23472,185507.692,4728141.273,3208.22427,2769.136292,1736.009184,1101.656231,0,1537.223905,2387.198784,0,0,0,0,0,0,0,0,0,35735.38639,180045.3322,0,2215122.632,3856.524466,3593.811499,359141.6194,3931.209021,3346915.977,0,0,0,1353734.411,0,3775.080892,1165801.606,289047.1767,3145737.996
32866,120.065778,10.6287984,365797.556,940962.4533,608122.1635,5625424.514,601301.7393,666426.1488,9148411.584,7974629.874,4546349.644,22293398.58,19255425,31324766.63,6290111.579,1707419.574,5786317.08,15270644.43,7593319.585,8286531.748,734032.7898,1205052.26,6062430.732,280107.7974,13902.80843,4300487.762,427599.8752,19897161.56,2850459.844,22628969.96,17935372.96,21250540.8,3947876.443,1500704.436,3175400.686,531529.9249,7522422.058,5176185.348,6105556.277,3857810.793,4310437.067,3329357.16,7854532.491,13380176.32,12944483.34,296770.3111,173668.5729,1140709.643,773404.4192,2015776.404,89377.61031,281800.3544,12022510.81,72038.8114,121730.1791,633736.5575,15600236.15,156969.7026,236072.383,2954454.293,7527684.953,10178860.87,1944087.213,1723168.86,27817091.12,4847498.716,22384748.44,4495558.554,541543.4547,41386915.73,41165125.1,4680375.531,592136.5841,40046109.14,5068589.088,4736615.581,2761878.448
32925,243.0879403,1.396170579,92974.4366,56214.93385,133903.4205,174629.8223,129252.9823,163218.9238,1445351.897,986282.7675,53943.06804,1179307.983,960732.363,727804.7063,388344.1683,187727.1855,441988.8456,355231.1394,497803.4144,435251.7175,63453.8337,48585.8723,258875.726,78048.5278,8107.247985,375985.6133,108431.9625,139593.8719,456365.0303,1888783.039,1721505.622,1003650.263,227604.6145,236919.4442,1132153.184,190870.7007,696619.6276,412499.9516,533399.5134,521435.2215,179250.1779,349293.9795,802469.42,923777.4826,835929.5004,17362.85169,27752.4459,9092.793919,73834.01711,36554.75672,68784.51843,11999.76426,371438.3895,97607.57864,184675.2348,99912.03421,162162.2506,8846.53118,24056.24751,600994.5512,710252.6293,221799.731,20945.86929,20693.62224,193181.9412,76698.37478,159455.6267,458217.0089,19132.83726,259491.8783,278820.6264,125741.8484,21283.0001,565231.5087,119247.1185,140342.4845,115605.1443
33504,284.0994969,7.529021687,10198.21734,2587.587059,15058.35976,0,0,3749.004619,1837756.196,651105.9543,0,3320128.664,5484011.08,12610013.32,57561.78797,170273.2385,64964.06494,186576.5046,5999.83775,88637.92663,2505.536637,153493.2265,470784.595,1057.533297,1908.343182,0,2202.067685,1755691.505,15292.57075,2095588.36,7884416.925,1454875.181,6893.866748,232773.482,2932.297855,4746.381025,92078.65275,66792.80291,26481.02606,79962.50173,186960.7601,294728.4991,10002.06358,2525664.102,6468778.344,0,1785.076217,66204.30707,1906.468988,0,5911.827301,2257.268246,1795544.291,1398.956987,63712.10487,0,136755.4141,28305.07553,7761.610999,59758.49419,191506.7036,722127.0025,66093.99673,1980.343495,1689329.149,158278.2315,3970075.273,27901.50671,2904.724337,3706672.349,4268127.888,174165.7636,1843.075902,6635290.197,152774.9711,180561.2909,243422.8993
42380,154.0865427,7.457041391,335768.8683,889931.6075,1075887.929,1082978.345,610787.0861,411787.2202,872279.4883,762547.7567,1210146.476,118496.6843,200310.3286,246010.7918,29460.29457,120987.7809,90071.72759,134848.8829,35684.27238,318270.5133,778404.3593,3356305.205,1795269.712,12675.77284,40772.84863,4209368.886,11332.6593,3285930.629,2775538.788,5132302.499,1103251.628,10067374.39,6820117.461,785459.6157,4897087.515,1080941.296,303481.5293,1140659.988,2547992.968,183729.4372,2376770.376,4930773.04,1702449.333,2129841.63,1568612.488,431989.7516,248156.5191,1024528.79,396037.3701,810429.374,204661.3039,262125.4612,3838758.639,36167.13718,220760.7768,68315.56494,447386.6859,132857.4006,405012.1441,185697.1471,448565.5111,9345676.218,72920.50249,1124453.531,421628.1398,753017.0545,1241560.974,259220.782,603352.959,504892.4128,294543.2803,620481.831,567942.7263,5013532.345,832544.1379,921939.8343,592898.2943
43616,169.0922728,7.215362271,334107.4675,213718.7355,191632.6377,196052.0441,9584.866844,220898.7906,199940.6581,181695.9388,220180.1628,142075.6813,43163.76478,368418.0087,33989.98357,246983.183,98140.76602,287879.8072,247904.5077,30142.35512,290048.1896,106352.1621,220886.8643,338531.5246,540652.6683,76107.15231,491120.2611,65237.08309,100063.469,80241.13468,210870.3899,26211.94061,291585.0866,350812.4344,261723.5318,296750.7853,83322.70362,225289.4295,67970.58259,110721.4357,285703.5858,294412.744,196157.5566,233255.5866,129783.3867,48691.26314,16907.95865,22997.49879,38111.22068,94598.12372,63690.89852,44305.56488,14929.11432,292964.8785,127726.2186,32588.59288,18737.89952,43397.40685,31506.41557,38612.75722,73896.66563,102845.2672,35661.17192,79132.45499,170006.8489,49104.88245,142770.1613,28149.00484,58728.95174,86507.04943,180850.5455,36043.94169,26828.42824,47679.83647,136307.1321,115107.9476,41607.88545
43805,126.0663751,4.139060005,66980.70841,73897.01258,137758.3363,167148.5,113063.0458,285457.0236,1388589.826,1524306.646,566986.1086,2002612.765,2129227.001,3575582.805,4680782.072,4560069.237,7948973.126,12867195.27,12651600.32,15023048.04,41445.30665,45577.56134,1326773.094,11917.14654,27804.76161,268503.6647,32243.55859,1753087.483,78730.17558,1477491.564,1684877.861,1561313.775,422217.1935,3104943.048,600012.0633,56404.31758,7642479.484,5613696.111,463232.1225,17325609.86,10016321.4,12341123.12,12959048.11,3188757.177,2590541.335,32076.59757,42384.76614,44631.60737,34728.35129,17887.09054,248039.2378,86451.97794,614619.0851,20124.66365,930646.1593,16532.77573,74058.47473,1078221.797,320626.4241,2708188.007,3684487.652,1007810.698,4134709.976,38712.11114,1348241.109,2489543.959,1196036.91,4502772.651,512383.1849,1360627.067,1630091.239,4871190.403,45467.43389,2313419.764,6814556.259,4748496.44,4688721.222
45420,166.0863561,6.676674838,2279044.212,3391205.318,1189356.785,1025855.526,1559583.703,1009702.233,819678.3451,2209950.706,1451925.216,1225182.017,1789676.443,3359272.51,989533.1858,4193179.014,2373686.552,1786540.346,5157804.888,2521945.786,2720281.294,10970819.08,15034527.14,581605.4965,163829.797,1638017.581,240042.2474,1738947.602,2652181.554,12364149.12,13118414.71,15743460.28,2157082.79,7105112.768,3427493.906,2436829.181,1986769.289,994597.2819,2437022.564,3732938.961,2711844.626,3611326.983,1870100.632,2196733.297,3626895.221,2906794.641,3290132.46,3060349.7,1816395.181,976480.8921,2329770.848,3429660.688,2119802.167,1043927.12,1751821.787,2708729.085,3802289.591,4745068.622,6295853.904,6163286.294,7894692.511,2505661.232,10493318.11,1148707.928,1139907.759,8597965.148,1894051.149,15615967.09,4759604.507,7402468.487,2347834.095,9796209.061,3361449.435,10967549.25,2719271.352,20368355.72,6910280.174
46354,346.0558768,9.496099086,6587.892077,7743.327733,2490.354782,1980.710156,4057.793024,2349.814871,92176.99628,6199.12676,4007.30364,404698.9799,542657.7464,1326717.446,2911.810833,1470.4193,8799.501638,8424.366107,3411.447538,5572.221267,0,0,3003.238079,1373.923506,1928.079268,1388.219186,6144.043693,1074642.222,2089.276694,332006.7097,4843882.781,165985.6562,5693.120694,0,2548.078162,1894.576551,2243.91266,0,2245.673405,6699.747465,0,0,0,280194.7368,1455215.185,0,3354.429149,0,3500.718859,4665.750873,1989.40312,1895.813232,154178.3016,1372.365783,0,3715.767705,2839.616208,0,0,0,5083.296477,3128.047428,0,0,16159.67818,0,464532.1619,3695.553436,6225.372968,327085.6823,166718.3212,5042.5343,0,2037864.186,0,0,0
47820,203.0527278,5.038020162,11370.19132,10144.28929,4751.188919,10447.35562,5118.435854,6180.909579,27751.78823,22590.27585,6831.780044,24328.69912,94658.01908,71421.06391,132382.046,39372.2618,4264.126065,4611.099169,4855.280491,41385.0172,14298.28673,13070.18716,15435.08098,6737.960906,6479.808213,162894.4274,5596.109106,198194.8994,231892.0124,179457.8693,30922.74775,164064.6729,10206.30263,33766.9108,13862.08762,180928.5393,87084.60408,70238.95456,11881.75292,14718.96496,5358.280421,4064.184188,14540.49618,116014.6161,82884.85698,52257.20918,226710.8845,11013.55848,98730.91364,7998.219405,110357.6887,89514.26481,8141.859019,5680.979813,43236.59088,12671.35497,11636.79042,12504.00667,119829.7584,80007.30375,19827.0794,7279.099066,3159.388728,6374.641318,26393.23978,7649.113893,8738.209312,12942.48465,8080.626,3018.158015,14457.73556,89112.6386,9542.323665,6652.225297,8686.001315,4278.047938,3622.208258
48509,168.065462,10.02334632,541587.0983,682354.9683,259212.7314,81993.56267,100837.9124,480151.8885,119884.9886,408949.9108,1015088.247,1423130.112,628613.4309,572672.0455,298652.5541,294144.3332,462127.4737,571144.9657,564957.0248,891847.4738,786771.7187,585211.532,1003577.343,2155770.372,3773913.019,595579.7531,7467926.41,1291558.679,480192.5731,921978.2174,1158728.167,377945.1772,1201715.534,142557.6794,1845285.504,1328149.147,1023086.847,401843.7405,566980.6504,471026.7588,706643.5427,318363.5591,626514.7409,1055018.477,715491.3181,46120.59528,698247.0721,118392.8637,537176.9774,310833.4425,82927.20153,389309.2193,162924.234,4616806.388,169068.7694,62737.31512,858408.1627,99239.90043,430299.2841,218409.2691,184996.1961,887981.2944,133085.0721,431075.9597,155826.4692,491225.066,1131392.004,136427.9451,160273.64,478888.0274,43283.23252,115506.8112,194134.6209,110478.3,131771.4598,2107222.926,368530.3119
55115,268.1042658,6.160843859,88879.11806,10841.24956,5550.775554,9019.321204,5433.500665,131107.863,214302.573,173144.5461,7404.083862,353220.8199,208643.6093,341251.11,147739.0336,91808.6369,209195.2647,116273.8792,118539.9447,185126.7932,69424.86793,212015.5949,78723.51825,11138.91773,12339.93499,61255.66025,8804.002424,358445.1988,45057.94782,124373.241,465490.0363,76255.89004,136451.6673,160029.9516,100554.2627,19296.40971,917060.6554,229723.4633,186045.7652,944871.2035,132584.5566,599648.1627,734488.2617,184022.665,587153.1412,4996.665446,3448.380533,3815.980837,4002.090448,3950.735897,75677.24543,9714.124042,66386.42408,2896.736215,24108.94914,27244.92226,119878.0348,153724.8547,52746.62169,317244.3449,235160.2947,213363.9075,421978.1394,11326.80476,111381.889,213116.3219,777754.4771,286996.5264,71160.21133,457501.4254,119141.8439,338730.253,11499.31997,1121263.638,429108.0028,294520.6953,219957.4813
65701,133.0973533,18.67290958,749249.568,174479.2285,297628.044,97658.58834,204554.1773,280019.8778,110355.7493,164975.3187,327828.4581,294665.295,447364.8519,2869548.759,305040.8001,394127.0079,176878.1568,812988.3446,249129.3551,474423.6075,1842829.162,1051924.84,564719.9459,1247294.977,885356.8116,532416.8572,450502.5804,1326982.139,709970.0707,1079088.718,1137361.09,968882.2631,219273.8924,594421.6961,293474.8176,176843.4316,329402.8203,684814.7662,1237867.806,338974.1942,355307.715,320451.5558,428095.2727,702467.4798,1785628.028,3170341.901,1367972.15,1970875.824,829380.0279,1415414.737,1272925.601,431583.2764,1733922.128,561880.6449,4663924.377,3355733.266,571172.7018,782786.9807,1050179.451,1364380.504,2125558.79,690816.0769,955319.1447,496404.0634,1004638.497,1834147.039,1225773.533,3039352.769,436427.8717,948252.3081,1150754.694,1661790.174,4181562.281,250575.8481,1339295.14,629986.9393,2564885.516
70416,258.1102301,11.90996601,3575.995309,10211.49352,4669.897084,8950.149116,4435.032363,37109.60727,8368.371498,12714.81162,9419.968853,24274.49167,19687.19999,25770.73151,48253.48451,20377.09632,70491.53382,7301.408457,12484.56215,47377.0054,108273.7815,7323.567402,49363.23193,949364.8334,153194.3683,26389.63737,1307438.137,9206.244828,20533.83923,3436.72541,2572.920225,9656.269746,11443.54818,15352.75974,1693.09963,52581.24814,4624.013981,30968.15526,11871.36681,22644.09103,4985.81441,7161.089941,48838.81678,80569.61757,3379.301034,1735588.27,1120485.309,387306.6009,420013.0248,778650.7134,46062.8507,525396.0095,176111.5455,121462.2382,380792.7515,1130903.423,403282.6047,1416155.144,0,117701.6196,64143.84068,271369.2268,179647.0503,98178.24487,168855.5829,400862.5265,152491.1665,22483.81518,58062.61086,506628.5715,77164.32782,39696.566,29342.71639,8704.529014,12275.8208,382838.4411,12405.8423
80536,106.0503157,11.48886878,5713.340333,18282.89794,8166.175379,45724.14961,8691.372657,7911.63059,9624.602115,17708.85455,17127.45942,8650.202918,77770.47604,56865.67981,8960.824317,9864.17056,66518.7372,52952.127,18804.76574,24471.99771,8269.595233,5222.932102,8860.605048,506250.9575,5277.127307,25293.66465,286164.3779,21462.8444,14894.70213,37456.82681,198388.9961,7244.550729,2936.282839,7177.384696,6319.373181,154616.9382,33979.63481,11766.2875,10310.97264,9003.565939,25070.93726,18892.96189,117327.8227,30185.15464,6297.714248,71661.34623,1001579.661,12800.74401,11509.19787,65941.71545,7714.235796,6306.631918,4709.974298,266187.0793,10208.95132,58617.3352,9470.065956,30618.37751,7609.382753,8933.344278,264104.1198,3715.585585,62101.92934,14243.6646,7002.963659,122158.6697,52084.51842,234215.2683,17228.97148,38793.78289,7522.919606,11548.47985,6232.831171,21520.37913,42131.39251,15649.79436,31228.76483
80965,176.1031367,11.65973974,797137.3785,2290920.898,3516879.538,10785993.83,2246280.263,4159752.726,7583140.553,11185427.21,5556507.22,9880955.543,7226864.396,7957662.607,2075320.96,522832.4568,2802955.65,1668820.978,3096050.772,4274609.024,1638040.893,567452.552,489069.8781,9934706.57,234168.2462,13417556.28,2641904.289,9005314.945,9663109.903,15338872.08,23062778.64,24089365.48,12610373.58,963730.4497,15250439.17,2372779.524,1165173.421,1372181.3,28460769.62,2506298.757,1364250.593,1279004.864,4621226.532,9322644.284,13168008.08,311412.9078,15113819.86,2336405.143,3709001.492,7044298.732,280946.7742,2222218.751,4156129.776,1243651.319,179405.5207,188832.6164,10264331.47,331596.7092,2602240.245,1231940.952,985442.0778,5484925.932,1268148.803,4558663.288,14652774.74,1794559.804,10855633.74,1832199.741,5175627.532,28326527.66,20423580.94,1462804.707,4046392.567,7352536.204,930745.8495,1529549.161,2297875.368
83136,247.1074867,5.666409015,106514.0964,2626405.832,2772598.193,2877545.838,2285843.468,1422242.788,102039.4475,144930.7023,1669107.341,1628571.467,685836.6439,2759229.291,8510.205625,26344.01952,26645.64794,31873.4902,9939.317862,146037.4872,53529.2746,110869.8827,1423190.041,1310.857218,3807.986793,130221.6836,11935.07281,3810232.337,137256.1164,1199429.07,1304155.681,539525.3939,1735616.446,30081.84332,2826738.819,2674400.51,39148.36444,20772.99566,2056174.717,148818.5132,114199.3575,57169.74983,76216.1249,993506.1321,2139928.268,78074.95645,269991.8938,986686.4045,231253.1047,380686.4074,25490.33297,26766.1939,60567.54894,2119.645624,11955.64495,1464.837115,13510.93163,2648.599372,2147427.846,52098.11551,15803.98124,252392.4155,28763.42109,537858.87,25732.3872,2723.329647,50886.04044,43975.32726,3376563.675,66484.70625,53003.08147,3289.907002,600478.1564,346308.9726,4685.944026,6340.031315,17368.68186
93761,175.0867566,1.441753177,19297.1508,41775.32159,43410.31458,63121.90706,30495.82191,76275.83714,326591.4842,207227.9749,55193.60666,271511.5962,128996.2194,202842.6542,1945108.411,314660.5018,7489249.985,6271539.627,399491.1143,5145705.438,265157.4313,33815.8914,385395.4383,7268.552198,44207.95961,155464.5507,8845.880004,327910.0609,202205.6355,663237.9702,339480.9426,595442.4707,105763.1212,633714.1724,269046.3653,114750.9138,763488.9787,823284.9014,158162.9031,3550469.986,1678164.338,1626940.377,1375031.003,549085.1243,587271.3348,73692.88227,173842.6336,87029.67753,102886.1966,246091.9801,118052.5021,151943.29,199592.2927,4279.006301,158517.0897,25945.92375,110883.6749,750977.5828,65896.03756,2597875.247,1232935.089,237992.1105,3997594.928,52122.19601,226908.8061,1253600.128,191767.4893,4283767.999,224756.3461,362129.6824,326620.7561,2497618.806,45911.45738,554886.2874,4648036.73,2126128.801,1383205.142
104399,137.0458935,4.201913727,109083173.1,2398955.255,2171718.492,2227068.14,957200.3325,1143723.853,68968411.76,85453229.77,2074216.735,106768764.1,150322028.2,252546595.8,159978993.4,56480483.49,243852485.1,337049834.1,309784646.3,316146235,2192234.949,77277697.8,72543220.06,7452968.713,59881.44,1941644.158,154871.0626,178352186.8,2670949.507,84712450.8,520146122.1,81563469.91,2322202.046,41530184.67,2332186.917,3281047.857,228498540.9,15302313.08,995609.7448,236113237.1,189889465.5,192921909.1,19163991.04,120734246.8,357408283.3,1367195.446,1319333.785,2122397.658,1624927.861,1397314.044,40710869.51,2175433.543,37901659.66,187068.3809,31644976.9,25553860.61,28444847.57,4679817.635,3501434.633,128931401,14711229.39,38627262.78,122100667.5,2690694.665,62103498.9,9019263.353,6081591.925,11110556.57,2978914.421,184327839.8,135350687.5,12331435.63,1975449.046,5868107.407,187623826.3,18843321.04,8242297.196
109368,118.0603535,10.8921175,70620.6728,88040.02825,139960.369,140078.1195,70990.81067,16439.79959,37539.02619,62557.13632,205070.9918,14439.52241,5538.564642,211295.4855,20789.34769,53736.45811,28770.26856,110870.1126,69902.42009,25165.37847,96975.33028,15373.85126,8834.021746,36541.95225,27926.71722,69220.37731,194551.2699,177766.4771,75878.57153,25530.79435,35282.28305,11624.96095,42911.50652,25903.00695,6281.738266,162643.6323,120732.1889,4825.836921,94717.99041,0,1453.561829,4233.18481,17768.28714,19457.65525,202942.3992,24621.64955,24387.69239,28409.51018,19221.13198,36067.66211,14543.63161,29626.25574,18714.34641,7637.053864,9587.577937,9744.096413,8409.135983,11081.42372,169014.414,5445.761707,22782.93008,14736.29625,8337.876609,14213.26242,9641.002046,32272.30564,13292.81168,9951.347155,9845.464319,20912.40577,79914.88936,26765.38107,17400.12485,18594.25111,15909.0473,20972.42484,10790.08051
118963,269.0891911,6.240631799,18989.35068,0,2597.356415,0,0,0,135780.4326,89186.40827,0,506080.43,872834.7085,354291.7796,13931.4576,0,9976.859506,11229.89397,4771.638527,30129.7092,0,33280.60225,573510.9234,0,0,0,0,574757.7121,8402.768678,601828.2373,3735645.879,225818.3586,4764.682343,5620.572663,3136.89886,0,48399.48515,15290.57431,5008.700168,35192.60178,14526.03235,56954.02547,17707.05904,1846292.667,1993256.04,0,0,1863.859257,0,1757.293049,14045.71083,0,602021.5115,1687.47589,7464.665051,1686.809924,25251.86294,11383.42593,0,17093.53293,16257.17887,169307.4438,2539.789716,0,309510.37,109514.3247,349851.4129,15789.0729,4101.829266,563979.5951,1301450.835,352346.2869,0,782630.157,127920.5638,405330.9142,301243.812
